,icao24,registration,manufacturericao,manufacturername,model,typecode,serialnumber,linenumber,icaoaircrafttype,operator,operatorcallsign,operatoricao,operatoriata,owner,testreg,registered,reguntil,status,built,firstflightdate,seatconfiguration,engines,modes,adsb,acars,notes,categoryDescription
21405,c820ce,ZK-NZC,BOEING,Boeing,787 9,B789,41988,,L2J,,NEW ZEALAND,ANZ,,Air New Zealand,,,,,,,,,False,False,False,,
21406,0c2051,HP-1713CMP,BOEING,Boeing,737NG 8V3/W,B738,40890,,L2J,,COPA,CMP,,Copa Airlines,,,,,,,,,False,False,False,,
21407,8990d4,B-16705,BOEING,Boeing,777 35EER,B77W,32645,,L2J,,EVA,EVA,,Eva Air,,,,,,,,,False,False,False,,
21408,e491a3,PT-TML,AIRBUS,Airbus,A319 132,A319,2887,,L2J,,TAM,TAM,,Latam Brasil,,,,,,,,,False,False,False,,
21409,71bd52,HL7552,AIRBUS,Airbus,A330 223,A332,258,,L2J,,KOREANAIR,KAL,,Korean Air,,,,,,,,,False,False,False,,
21410,ad56e0,N959JB,AIRBUS,Airbus,A321-231,A321,6903,,L2J,,JETBLUE,JBU,,Jetblue Airways Corp,,,2028-12-31,,2015-01-01,,,IAE V2533-A5,False,False,False,,
21411,780fbd,B-7397,BOEING,Boeing,737NG 89P/W,B738,42153,,L2J,,SHANGHAI AIR,CSH,,Shanghai Airlines,,,,,,,,,False,False,False,,
21412,aa84d4,N777UK,BOEING,Boeing,777-212ER,B772,30867,,L2J,,,,,Bank Of Utah Trustee,,,2029-09-30,,2001-01-01,,,ROLLS-ROYC RB211-892-17,False,False,False,,
21413,ad9811,N975UY,AIRBUS,Airbus,A321-231,A321,4935,,L2J,American Airlines,AMERICAN,AAL,AA,American Airlines,,,2021-12-31,,2011-01-01,,,IAE V2533-A5,False,False,False,,Large (75000 to 300000 lbs)
21414,781128,B-1412,BOEING,Boeing,737NG 800/W,B738,63239,,L2J,,CHINA SOUTHERN,CSN,,China Southern Airlines,,,,,,,,,False,False,False,,
21415,780526,B-6556,AIRBUS,Airbus,A321 213,A321,3806,,L2J,,AIR CHINA,CCA,,Air China,,,,,,,,,False,False,False,,
21416,ae07c3,63-8023,BOEING,Boeing,KC-135R,K35R,18640,,L4J,United States Air Force,AIR CHIEF,AIO,,United States Air Force,,,,,,,,,False,False,False,,
21417,89616b,A6-EFE,BOEING,Boeing,Boeing 777 F1H,B77L,35607,,L2J,,EMIRATES,UAE,,Emirates Airline,,,,,,,,,False,False,False,,
21418,740736,JY-AYV,AIRBUS,Airbus,A321 231,A321,5177,,L2J,,JORDANIAN,RJA,,Royal Jordanian Airlines,,,,,,,,,False,False,False,,
21419,4b160b,HB-IJB,AIRBUS,Airbus,A320 214,A320,545,,L2J,,Swissair,SWR,,Swiss International Air Lines,,,,,,,,,False,False,False,,
21420,4baac9,TC-JVI,BOEING,Boeing,737NG 8F2/W,B738,60013,,L2J,,TURKAIR,THY,,Turkish Airlines,,,,,,,,,False,False,False,,
21421,a7e3b3,N60702,STEARMAN,Boeing,Stearman A75N1 PT-17 Kaydet,ST75,75-2445,,L1P,,,,,Private,,,,,,,,,False,False,False,,
21422,ad0497,N938NK,AIRBUS,Airbus,A320-271N,A20N,10402,,L2J,,,,,Wilmington Trust Co Trustee,,,2028-05-31,,2021-01-01,,,IAE PW1127G-JM,False,False,False,,
21423,ae145a,06-6156,MCDONNELL DOUGLAS,Boeing,C-17A Globemaster III,C17,P156,,L4J,United States Air Force,AIR CHIEF,AIO,,United States Air Force,,,,,,,,,False,False,False,,Reserved
21424,3985a6,F-HBNG,AIRBUS,Airbus,A320 214,A320,4747,,L2J,,AIRFRANS,AFR,,Air France,,,,,,,,,False,False,False,,
21425,780a5b,B-KQK,BOEING,Boeing,777 367ER,B77W,41430,,L2J,,CATHAY,CPA,,Cathay Pacific Airways,,,,,,,,,False,False,False,,
21426,80000c,VT-ESO,BOEING,Boeing,747 437,B744,27165,,L4J,,AIRINDIA,AIC,,Air India,,,,,,,,,False,False,False,,
21427,7bb0de,B-5045,BOEING,Boeing,737NG 79L,B737,33410,,L2J,,AIR CHINA,CCA,,Air China,,,,,,,,,False,False,False,,
21428,8a044a,PK-GNI,BOEING,Boeing,737NG 86N/W,B738,41267,,L2J,,INDONESIA,GIA,,Garuda Indonesia,,,,,,,,,False,False,False,,
21429,780b72,B-9958,AIRBUS,Airbus,A320 232,A320,5750,,L2J,,CHINA SOUTHERN,CSN,,China Southern Airlines,,,,,,,,,False,False,False,,
21430,4891b7,SP-ENY,BOEING,Boeing,737NG 86N/W,B738,28592,,L2J,,,,,Enter Air,,,,,,,,,False,False,False,,
21431,ac767c,N9019F,AIRBUS,Airbus,A319-115,A319,6154,,L2J,American Airlines,AMERICAN,AAL,AA,Umb Bank Na Trustee,,,2028-01-31,,2014-01-01,,,CFM INTL CFM56-5B7,False,False,False,,
21432,a29d50,N268GE,BOEING,Boeing,777-243,B772,32781,,L2J,,,,,Bank Of Utah Trustee,,,2029-10-31,,,,,,False,False,False,,
21433,89911f,B-18711,BOEING,Boeing,Boeing 747-409F,B744,30768,,L4J,,DYNASTY,CAL,,China Airlines,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information
21434,7502b8,9M-AQQ,AIRBUS,Airbus,A320 216SL,A320,5428,,L2J,,ASIAN EXPRESS,AXM,,Airasia,,,,,,,,,False,False,False,,
21435,a52e5b,N433AZ,BOEING,Boeing,767-381,B763,24400,,L2J,Air Transport International,AIR TRANSPORT,ATN,8C,Cargo Aircraft Management Inc,,,2030-04-30,,1989-01-01,,,GE CF6-80C2B6,False,False,False,,
21436,7583e2,RP-C9925,AIRBUS,Airbus,A321 231SL,A321,7015,,L2J,,PHILIPPINE,PAL,,Philippine Airlines,,,,,,,,,False,False,False,,
21437,4ab48d,SE-MDM,STEARMAN,Boeing,Stearman E75 N2S-5 Kaydet,ST75,75-5314,,L1P,,,,,Private,,,,,,,,,False,False,False,,
21438,ae1488,86-0416,NORTHROP GRUMMAN,Boeing,TE-8A Joint STARS,B703,19626,,L4J,United States Air Force,AIR CHIEF,AIO,,United States Air Force,,,,,,,,,False,False,False,,Reserved
21439,780237,B-LAL,AIRBUS,Airbus,A330 343E,A333,1222,,L2J,,CATHAY,CPA,,Cathay Pacific Airways,,,,,,,,,False,False,False,,
21440,89407c,A9C-CF,AIRBUS,Airbus,A321 231,A321,5336,,L2J,,GULF AIR,GFA,,Gulf Air,,,,,,,,,False,False,False,,
21441,440667,OE-LBK,AIRBUS,Airbus,A320 214,A320,1931,,L2J,,AUSTRIAN,AUA,,Austrian,,,,,,,,,False,False,False,,
21442,3949f3,F-GSPT,BOEING,Boeing,Boeing 777 228ER,B772,32308,,L2J,,AIRFRANS,AFR,,Air France,,,,,,,,,False,False,False,,
21443,a853e0,N63588,STEARMAN,Boeing,A75N1(PT17),ST75,75-8024,,L1P,,,,,Radwanick Louis S,,,2028-12-31,,1943-01-01,,,CONT MOTOR R670-SERIES,False,False,False,,
21444,71c241,HL8241,BOEING,Boeing,737NG 8BK/W,B738,38129,,L2J,,KOREANAIR,KAL,,Korean Air,,,,,,,,,False,False,False,,
21445,44004f,OE-LBQ,AIRBUS,Airbus,A320 214,A320,1137,,L2J,,AUSTRIAN,AUA,,Austrian,,,,,,,,,False,False,False,,
21446,abec03,N8676A,BOEING,Boeing,737-8H4,B738,36941,,L2J,,SOUTHWEST,SWA,,Southwest Airlines Co,,,2029-01-31,,2015-01-01,,,CFM INTL CFM56-7B27E,False,False,False,,
21447,a61df7,N49323,STEARMAN,Boeing,A75N1(PT17),ST75,75-3587,,L1P,,,,,Johnson Lawrence F,,,2027-02-28,,1942-01-01,,,P&W R-985 SERIES,False,False,False,,
21448,780609,B-6632,AIRBUS,Airbus,A321 213,A321,4221,,L2J,,AIR CHINA,CCA,,Air China,,,,,,,,,False,False,False,,
21449,e48988,PR-GUL,BOEING,Boeing,737NG 8EH/W,B738,35845,,L2J,,GOL TRANSPORTE,GLO,,Gol Airlines,,,,,,,,,False,False,False,,
21450,a2d82a,N2823,,Boeing,737-8Q8,,28230,,,,,,,Bank Of Utah Trustee,,,2029-08-31,,,,,,False,False,False,,
21451,798042,B-2296,AIRBUS,Airbus,A319 132,A319,2426,,L2J,,CHINA SOUTHERN,CSN,,China Southern Airlines,,,,,,,,,False,False,False,,
21452,aa0c41,N74677,STEARMAN,Boeing,A75N1(PT17),ST75,75-7875,,L1P,,,,,Southern Aircraft Consultancy Inc Trustee,,,2028-05-31,,,,,LYCOMING R680,False,False,False,,
21453,7809c1,B-6439,AIRBUS,Airbus,A319 133,A319,5439,,L2J,,CHINA EASTERN,CES,,China Eastern Airlines,,,,,,,,,False,False,False,,
21454,a7fbb3,N613UP,BOEING,Boeing,747-8F,B748,64259,,L4J,United Parcel Service,UPS,UPS,5X,C C & E I Llc,,,2028-11-30,,2018-01-01,,,GE GENX-2B67/P,False,False,False,,
21455,a4eacb,N416DX,AIRBUS,Airbus,A330-941,A339,1999,,L2J,Delta Air Lines,DELTA,DAL,DL,Delta Air Lines Inc,,,2029-03-31,,2022-01-01,,,ROLLS-ROY TRENT 7000-72,False,False,False,,
21456,a57267,N450D,STEARMAN,Boeing,PT-13D,ST75,75-5099,,L1P,,,,,Southern Aircraft Consultancy Inc Trustee,,,2027-12-31,,1943-01-01,,,P&W R-985 SERIES,False,False,False,,
21457,7805fc,B-6628,AIRBUS,Airbus,A321 231,A321,4217,,L2J,,CHINA SOUTHERN,CSN,,China Southern Airlines,,,,,,,,,False,False,False,,
21458,0a007d,7T-VCC,BOEING,Boeing,737NG 8ZQ/W,B738,40886,,L2J,Tassili Airlines,TASSILI AIR,DTH,SF,Tassili Airlines,,,,,,,,,False,False,False,,
21459,7805a5,B-5482,BOEING,Boeing,737NG 84P/W,B738,35748,,L2J,,GRAND CHINA,GDC,,Grand China Air,,,,,,,,,False,False,False,,
21460,ae1199,03-3116,MCDONNELL DOUGLAS,Boeing,C-17A Globemaster III,C17,P116,,L4J,United States Air Force,AIR CHIEF,AIO,,United States Air Force,,,,,,,,,False,False,False,,Reserved
21461,a94b2e,N69829,BOEING,Boeing,737-924ER,B739,44561,,L2J,,UNITED,UAL,,United Airlines Inc,,,2027-06-30,,2014-01-01,,,CFM INTL CFM56-7B27E,False,False,False,,
21462,0a0026,7T-VJS,BOEING,Boeing,737NG 6D6,B736,30210,,L2J,,AIR ALGERIE,DAH,,Air Algerie,,,,,,,,,False,False,False,,
21463,8961ea,A6-EIH,AIRBUS,Airbus,A320 232,A320,3693,,L2J,,ETIHAD,ETD,,Etihad Airways,,,,,,,,,False,False,False,,
21464,781061,B-1547,BOEING,Boeing,737NG 800/W,B738,60156,,L2J,,HAINAN,CHH,,Hainan Airlines,,,,,,,,,False,False,False,,
21465,4b8203,62-3563,BOEING,Boeing,KC-135R,K35R,18546,,L4J,,TURKISH AIRFORCE,HVK,,Turkish Air Force,,,,,,,,,False,False,False,,
21466,3c4aaf,D-ABUO,BOEING,Boeing,Boeing 767 3Q8ER/W,B763,29387,,L2J,,CONDOR,CFG,,Condor Flugdienst,,,,,,,,,False,False,False,,
21467,8963e6,A6-EOI,AIRBUS,Airbus,A380 861,A388,178,,L4J,,EMIRATES,UAE,,Emirates Airline,,,,,,,,,False,False,False,,
21468,732449,EP-IBI,AIRBUS,Airbus,A300 B4-203,A30B,151,,L2J,,IRANAIR,IRA,,Iran Air,,,,,,,,,False,False,False,,
21469,71bd99,HL7599,BOEING,Boeing,737NG 9B5,B739,29988,,L2J,,KOREANAIR,KAL,,Korean Air,,,,,,,,,False,False,False,,
21470,7609af,AP-BMO,AIRBUS,Airbus,A321 211SL,A321,6067,,L2J,,PAKBLUE,ABQ,,Air Blue,,,,,,,,,False,False,False,,
21471,a01e58,N1067N,STEARMAN,Boeing,Stearman E75N1 PT-13D Kaydet,ST75,75-5313,,L1P,,,,,Private,,,,,,,,,False,False,False,,
21472,ae068d,62-3517,BOEING,Boeing,KC-135R,K35R,18500,,L4J,United States Air Force,AIR CHIEF,AIO,,United States Air Force,,,,,,,,,False,False,False,,
21473,a1696b,N190NV,,Airbus,A320-214,,6669,,,Allegiant Air,ALLEGIANT,AAY,G4,Allegiant Air Llc,,,2030-04-30,,2015-01-01,,,CFM INTL CFM56-5B4/3,False,False,False,,
21474,780ada,B-5926,AIRBUS,Airbus,A330 243,A332,1421,,L2J,,CHINA EASTERN,CES,,China Eastern Airlines,,,,,,,,,False,False,False,,
21475,a6b6ff,N53131,STEARMAN,Boeing,A75N1(PT17),ST75,75-4307,,L1P,,,,,Lauridsen Hans O,,,2027-04-30,,,,,CONT MOTOR W670 SERIES,False,False,False,,
21476,780d50,B-1625,AIRBUS,Airbus,A321 231,A321,6461,,L2J,,CHINA SOUTHERN,CSN,,China Southern Airlines,,,,,,,,,False,False,False,,
21477,8a05ae,PK-GHD,AIRBUS,Airbus,A330 343E,A333,1733,,L2J,,INDONESIA,GIA,,Garuda Indonesia,,,,,,,,,False,False,False,,
21478,750090,9M-AHQ,AIRBUS,Airbus,A320 216,A320,3628,,L2J,,ASIAN EXPRESS,AXM,,Airasia,,,,,,,,,False,False,False,,
21479,acc269,N921FL,BOEING,Boeing,737-7W0,B737,29912,,L2J,,,,,Bank Of Utah Trustee,,,2029-11-30,,,,,,False,False,False,,
21480,780bf1,B-1941,BOEING,Boeing,737NG 87L/W,B738,37625,,L2J,,SHENZHEN AIR,CSZ,,Shenzhen Airlines,,,,,,,,,False,False,False,,
21481,710049,HZ-AKW,BOEING,Boeing,777 268ER,B772,28366,,L2J,,SAUDIA,SVA,,Saudi Arabian Airlines,,,,,,,,,False,False,False,,
21482,7800ba,B-5213,BOEING,Boeing,737NG 79L/W,B737,34020,,L2J,,AIR CHINA,CCA,,Air China,,,,,,,,,False,False,False,,
21483,781017,B-7592,BOEING,Boeing,737NG 800/W,B738,41502,,L2J,,CHINA EASTERN,CES,,China Eastern Airlines,,,,,,,,,False,False,False,,
21484,a35e66,N316PF,BOEING,Boeing,737-800,B738,31262,,L2J,,AMERICAN,AAL,,American Airlines Inc,,,2030-03-31,,2017-01-01,,,CFM INTL CFM56-7B24E,False,False,False,,
21485,3c65a2,D-AIMB,AIRBUS,Airbus,A380 841,A388,41,,L4J,,LUFTHANSA,DLH,,Lufthansa,,,,,,,,,False,False,False,,
21486,3c09dd,D-ASTC,AIRBUS,Airbus,Airbus A319 112,A319,5085,,L2J,,GERMANIA,GMI,,Germania,,,,,,,,,False,False,False,,
21487,a702b0,N55062,STEARMAN,Boeing,A75,ST75,75-221,,L1P,,,,,Walk Michael,,,2030-01-31,,1941-01-01,,,CONT MOTOR W670-6A,False,False,False,,
21488,7802b6,B-5181,BOEING,Boeing,737NG 8FH/W,B738,35090,,L2J,Texair Charter,OKAY AIR,TXA,,Okay Air,,,,,,,,,False,False,False,,
21489,e8406b,HC-COH,AIRBUS,Airbus,A330 243,A332,348,,L2J,,TAME,TAE,,Tame,,,,,,,,,False,False,False,,
21490,78050b,B-6550,AIRBUS,Airbus,A320 214,A320,3756,,L2J,,SHENZHEN AIR,CSZ,,Shenzhen Airlines,,,,,,,,,False,False,False,,
21491,a219ea,N2341U,BOEING,Boeing,777-300ER,B77W,63721,,L2J,,UNITED,UAL,,United Airlines Inc,,,2027-06-30,,2017-01-01,,,GE GE90-115B,False,False,False,,
21492,4cafcc,EI-SIG,AIRBUS,Airbus,A-320neo,A20N,,,L2J,Sas Scandinavian Airlines Ireland,,SZS,SL,,,,,,,,,,False,False,False,,
21493,7806df,B-5553,BOEING,Boeing,737NG 89L/W,B738,40026,,L2J,,,,,Dalian Airlines,,,,,,,,,False,False,False,,
21494,a58a67,N456WN,BOEING,Boeing,737-7H4,B737,32463,,L2J,,SOUTHWEST,SWA,,Southwest Airlines Co,,,2027-06-30,,2004-01-01,,,CFM INTL. CFM56 SERIES,False,False,False,,
21495,888134,VN-A631,AIRBUS,Airbus,A321 211SL,A321,7675,,L2J,,VIETJETAIR,VJC,,Vietjetair,,,,,,,,,False,False,False,,
21496,ab9eca,N848NN,BOEING,Boeing,737-823,B738,31103,,L2J,American Airlines,AMERICAN,AAL,AA,Wilmington Trust Co Trustee,,,2028-02-29,,2010-01-01,,,CFM INTL CFM56-7B24/3,False,False,False,,
21497,780bfe,B-9989,AIRBUS,Airbus,A320 232,A320,2338,,L2J,,,GCR,,Tianjin Airlines,,,,,,,,,False,False,False,,
21498,abb6dc,N854GT,BOEING,Boeing,747-87UF,B748,37566,,L4J,,GIANT,GTI,,Atlas Air Inc,,,2029-03-31,,2013-01-01,,,GE GENX-2B67B,False,False,False,,
21499,abcf33,N860DS,BOEING,Boeing,P-8A Poseidon,P8,63186,,L2J,,,,,Boeing Company,,,,,,,,,False,False,False,,
21500,040140,ET-AUO,BOEING,Boeing,787-9 Dreamliner,B789,,,L2J,Ethiopian Airlines,ETHIOPIAN,ETH,ET,,,,,,,,,,False,False,False,,Heavy (> 300000 lbs)
21501,780a61,B-KQM,BOEING,Boeing,Boeing 777-367(ER),B77W,41433,,L2J,,CATHAY,CPA,,Cathay Pacific Airways,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information
21502,a0b169,N1439A,BOEING,Boeing,767-33A,B763,28495,,L2J,Air Transport International,AIR TRANSPORT,ATN,8C,Andromeda Leasing I Llc,,,2028-10-31,,1997-01-01,,,GE CF6-80C2B6F,False,False,False,,No ADS-B Emitter Category Information
21503,89900e,B-16740,BOEING,Boeing,777-35EER,B77W,63529,0,L2J,Eva Airways Corporation - Taiwan,EVA,EVA,,Eva Airways,,,,,,,,PW4056,False,False,False,,Heavy (> 300000 lbs)
21504,800012,VT-ESF,AIRBUS,Airbus,A320 231,A320,432,,L2J,,AIRINDIA,AIC,,Air India,,,,,,,,,False,False,False,,
21505,392af3,F-GKXT,AIRBUS,Airbus,A320 214,A320,3859,,L2J,,AIRFRANS,AFR,,Air France,,,,,,,,,False,False,False,,
21506,ad52e0,N958FD,BOEING,Boeing,757-236,B752,24371,,L2J,Federal Express,FEDEX,FDX,FX,Federal Express Corp,,,2027-10-31,,1989-01-01,,,ROLLS-ROYC RB211-535E4,False,False,False,,
21507,8a0535,PK-GNV,BOEING,Boeing,737NG 8U3/W,B738,41815,,L2J,,INDONESIA,GIA,,Garuda Indonesia,,,,,,,,,False,False,False,,
21508,503c5d,LY-AWF,BOEING,Boeing,737 522,B735,26707,,L2J,Tajik Air,,,7J,Tajik Air,,,,,,,,,False,False,False,,
21509,a601f7,N4865N,STEARMAN,Boeing,A75L3,ST75,75-5882,,L1P,,,,,Independent Dusting Svc Inc,,,2028-08-31,,1944-01-01,,,CONT MOTOR W670 SERIES,False,False,False,,
21510,a2cf3b,N280NV,AIRBUS,Airbus,A320-214,A320,5320,,L2J,,,,,Dustland Llc,,,2027-05-31,,,,,,False,False,False,,
21511,750258,9M-MTE,AIRBUS,Airbus,A330 323E,A333,1243,,L2J,,MALAYSIAN,MAS,,Malaysia Airlines,,,,,,,,,False,False,False,,
21512,a8201d,N62201,STEARMAN,Boeing,A75L300,ST75,75-1859,,L1P,,,,,Haenlein Kenneth,,,2028-02-29,,1941-01-01,,,LYCOMING R680E3B,False,False,False,,
21513,abc058,N8562Z,BOEING,Boeing,737-800,B738,64171,,L2J,Southwest Airlines,SOUTHWEST,SWA,WN,Southwest Airlines Co,,,2029-05-31,,2018-01-01,,,CFM INTL CFM56-7B27E/F,False,False,False,,
21514,a572e6,N450JB,STEARMAN,Boeing,E75,ST75,75-5900,,L1P,,,,,Leggett Crisey Marie,,,2029-02-28,,,,,P&W R-985 SERIES,False,False,False,,
21515,78088b,B-6897,AIRBUS,Airbus,A320 232,A320,5214,,L2J,,CHINA SOUTHERN,CSN,,China Southern Airlines,,,,,,,,,False,False,False,,
21516,4aca42,SE-RRB,BOEING,Boeing,737-8JP (W),B738,39163,3054,L2J,Norwegian Air Shuttle A.s. T/a Norwegian - Norway,NOR SHUTTLE,NAX,,Norwegian Air Sweden,,,,,,,,CFMI CFM56-7B26,False,False,False,,
21517,899125,B-18908,AIRBUS,Airbus,A350 941,A359,121,,L2J,,DYNASTY,CAL,,China Airlines,,,,,,,,,False,False,False,,Heavy (> 300000 lbs)
21518,ab328d,N820TJ,BOEING,Boeing,737-8Q8,B738,28218,,L2J,,,,,Umb Bank Na Trustee,,,2029-03-31,,1998-01-01,,,CFM INTL CFM56-7B26,False,False,False,,
21519,8a0290,PK-GFS,BOEING,Boeing,737NG 86N/W,B738,36830,,L2J,,INDONESIA,GIA,,Garuda Indonesia,,,,,,,,,False,False,False,,
21520,70c0f0,A4O-BAF,BOEING,Boeing,737NG 800/W,B738,41350,,L2J,,OMAN AIR,OMA,,Oman Air,,,,,,,,,False,False,False,,
21521,86803d,JA737T,BOEING,Boeing,737NG 8Q8/W,B738,35290,,L2J,,SKYMARK,SKY,,Skymark Airlines,,,,,,,,,False,False,False,,
21522,a0acf9,N14231,BOEING,Boeing,737-824,B738,28795,,L2J,United Airlines,UNITED,UAL,UA,United Airlines Inc,,,2028-06-30,,1999-01-01,,,CFM INTL. CFM56 SERIES,False,False,False,,No ADS-B Emitter Category Information
21523,780294,B-1583,BOEING,Boeing,737NG 800/W,B738,63238,,L2J,,CHINA SOUTHERN,CSN,,China Southern Airlines,,,,,,,,,False,False,False,,
21524,4ba98e,TC-JLN,AIRBUS,Airbus,Airbus A319 132,A319,2739,,L2J,,TURKAIR,THY,,Turkish Airlines,,,,,,,,,False,False,False,,
21525,a2f591,N290AY,AIRBUS,Airbus,A330-243,A332,1480,,L2J,,AMERICAN,AAL,,American Airlines Inc,,,2028-12-31,,2013-01-01,,,ROLLS-ROYC RR772B-60,False,False,False,,
21526,78021c,B-LIF,BOEING,Boeing,Boeing 747-467ER(F),B744,36871,,L4J,Cathay Pacific,CATHAY,CPA,CX,Cathay Pacific Airways,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information
21527,394a08,F-GSQI,BOEING,Boeing,Boeing 777-328(ER),B77W,32725,502,L2J,Air France,AIRFRANS,AFR,AF,Air France,N60697,2005-03-18,,,2005-01-01,,,,False,False,False,,No ADS-B Emitter Category Information
21528,ae0814,00-0178,MCDONNELL DOUGLAS,Boeing,C-17A Globemaster III,C17,P78,,L4J,United States Air Force,AIR CHIEF,AIO,,United States Air Force,,,,,,,,,False,False,False,,Reserved
21529,780a17,B-KPV,BOEING,Boeing,Boeing 777-367(ER),B77W,37901,,L2J,,CATHAY,CPA,,Cathay Pacific Airways,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information
21530,4242ea,VP-BRR,BOEING,Boeing,Boeing 737NG 8LJ/W,B738,41197,,L2J,,AEROFLOT,AFL,,Aeroflot Russian Airlines,,,,,,,,,False,False,False,,
21531,4950d9,CS-TFY,AIRBUS,Airbus,A320 232,A320,1868,,L2J,Masterjet,MASTERJET,LMJ,,Masterjet,,,,,,,,,False,False,False,,
21532,aa7082,N772AN,BOEING,Boeing,777-223,B772,29580,,L2J,,AMERICAN,AAL,,American Airlines Inc,,,2029-11-30,,1999-01-01,,,ROLLS-ROYC RB-211 SERIES,False,False,False,,
21533,aa340a,N757A,BOEING,Boeing,757-200 SERIES,B752,22212,,L2J,,,,,Boeing Logistics Spares Inc,,,2028-10-31,,1982-01-01,,,P & W PW2037,False,False,False,,
21534,8621e2,JA620A,BOEING,Boeing,767 381ER/W,B763,40565,,L2J,,ALL NIPPON,ANA,,All Nippon Airways,,,,,,,,,False,False,False,,
21535,a3e867,N3509G,BOEING,Boeing,B-17G,B17,44-85778,,L4P,,,,,Pond Warbirds Llc,,,2028-04-30,,1944-01-01,,,WRIGHT C9GC&D SERIES,False,False,False,,
21536,8a0246,PK-GFK,BOEING,Boeing,737NG 86N/W,B738,37887,,L2J,,INDONESIA,GIA,,Garuda Indonesia,,,,,,,,,False,False,False,,
21537,75831c,RP-C8786,AIRBUS,Airbus,A330 343E,A333,1482,,L2J,,PHILIPPINE,PAL,,Philippine Airlines,,,,,,,,,False,False,False,,
21538,7810ed,B-8877,AIRBUS,Airbus,A320 214SL,A320,7485,,L2J,,,,,Chengdu Airlines,,,,,,,,,False,False,False,,
21539,06a10a,A7-ALV,AIRBUS,Airbus,A350 941,A359,106,,L2J,,QATARI,QTR,,Qatar Airways,,,,,,,,,False,False,False,,
21540,4b1947,HB-JOX,AIRBUS,Airbus,Airbus A321 211SL,A321,6639,,L2J,,BELAIR,BHP,,Belair,,,,,,,,,False,False,False,,
21541,add2b0,N990AN,BOEING,Boeing,737NG 823/W,B738,29563,,L2J,,AMERICAN,AAL,,American Airlines,,,,,,,,,False,False,False,,
21542,78059c,B-6583,AIRBUS,Airbus,A320 232,A320,4003,,L2J,,CHINA SOUTHERN,CSN,,China Southern Airlines,,,,,,,,,False,False,False,,
21543,ae040e,162783,BOEING,Boeing,E-6B Mercury,E6,23889,,L4J,,,,,United States Navy,,,,,,,,,False,False,False,,Reserved
21544,881041,HS-DBA,BOEING,Boeing,737NG 8AS/W,B738,33813,,L2J,,NOK AIR,NOK,,Nok Air,,,,,,,,,False,False,False,,
21545,780d97,B-6470,AIRBUS,Airbus,A319 115SL,A319,6307,,L2J,,CHINA EASTERN,CES,,China Eastern Airlines,,,,,,,,,False,False,False,,
21546,800c10,VT-ITQ,AIRBUS,Airbus,A320 271NSL,A20N,7391,,L2J,,IFLY,IGO,,Indigo Airlines,,,,,,,,,False,False,False,,
21547,7c6b41,VH-VGZ,AIRBUS,Airbus,A320 232,A320,3917,,L2J,,JETSTAR,JST,,Jetstar Airways,,,,,,,,,False,False,False,,
21548,a6b41a,N53091,STEARMAN,Boeing,A75N1(PT17),ST75,75-2795,,L1P,,,,,Smith Kevin B,,,2029-08-31,,1941-01-01,,,P&W R-985 SERIES,False,False,False,,
21549,86785a,JA712A,BOEING,Boeing,777 281,B772,33407,,L2J,,ALL NIPPON,ANA,,All Nippon Airways,,,,,,,,,False,False,False,,
21550,42415a,VP-CXI,AIRBUS,Airbus,A320 214,A320,3218,,L2J,,NAS EXPRESS,KNE,,Flynas,,,,,,,,,False,False,False,,
21551,a2e1ce,N285NV,AIRBUS,Airbus,A320-214,A320,5067,,L2J,Allegiant Air,ALLEGIANT,AAY,G4,Allegiant Air Llc,,,2027-10-31,,2012-01-01,,,CFM INTL CFM56-5B4/3,False,False,False,,
21552,70604e,9K-APB,AIRBUS,Airbus,A330 243,A332,1643,,L2J,,KUWAITI,KAC,,Kuwait Airways,,,,,,,,,False,False,False,,
21553,a69e5b,N52530,STEARMAN,Boeing,A75N1(PT17),ST75,75-2410,,L1P,,,,,Mckee Thomas E,,,2030-01-31,,1941-01-01,,,CONT MOTOR W670 SERIES,False,False,False,,
21554,3c646c,D-AICL,AIRBUS,Airbus,A320 212,A320,1437,,L2J,,CONDOR,CFG,,Condor Flugdienst,,,,,,,,,False,False,False,,
21555,a16d22,N191NV,,Airbus,A320-214,,6704,,,Allegiant Air,ALLEGIANT,AAY,G4,Allegiant Air Llc,,,2028-12-31,,2015-01-01,,,CFM INTL CFM56-5B4/3,False,False,False,,
21556,3c5cb3,D-AGES,BOEING,Boeing,737NG 75B/W,B737,28108,,L2J,,GERMANIA,GMI,,Germania,,,,,,,,,False,False,False,,
21557,424356,VP-BKP,AIRBUS,Airbus,Airbus A320 214SL,A320,7806,,L2J,,AEROFLOT,AFL,,Aeroflot Russian Airlines,,,,,,,,,False,False,False,,
21558,8001cd,VT-JGS,BOEING,Boeing,737NG 85R/W,B738,34800,,L2J,,JET AIRWAYS,JAI,,Jet Airways,,,,,,,,,False,False,False,,
21559,a6ed81,N54545,STEARMAN,Boeing,Stearman A75N1 N2S-1 Kaydet,ST75,75-981,,L1P,,,,,Private,,,,,,,,,False,False,False,,
